col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Munarg,XXXVII,I,CXXIII,Denarius,VI,V,CCCLXVIII
Munarg,XXXVI,IX,CVII,Denarius,VI,XI,CDXXIII
Muniv,XXXIX,XII,XXXII,Quinarius,V,XIII,CXXVII
Murytub,XXXIX,II,CXLI,Quinarius,VI,X,CXXXVII
Murytub,XXXVII,XII,CXLIX,Quinarius,III,XVI,CCIV
Muniv,XL,X,XXVIII,Denarius,VII,XVII,CDLXI
Munarg,XXXV,V,CXC,Denarius,VII,V,CCCXXI
Munarg,XXXIX,II,CXXIX,Denarius,VIII,XIX,CCXXVIII
Munarg,XL,XI,CIII,Quinarius,V,XXIII,LXXXV
Muniv,XXXV,XI,XIX,Denarius,V,XVII,CDLXXIV
Muniv,XXXIX,VI,XXIX,Denarius,VI,XI,CDXC
Munarg,XL,X,CLVIII,Denarius,V,XI,CLXXXII
Murytub,XL,I,CLXXXIX,Denarius,VII,VII,DLXXVII
Munarg,XXXVII,VIII,CXCVIII,Denarius,VI,IV,CCCXIII
Munarg,XXXVI,II,CLXII,Denarius,V,XXVIII,CCLXXXVI
Muniv,XXXVI,II,XXV,Denarius,V,XXVIII,DLXXXVI
Munarg,XXXVIII,II,CXCVI,Denarius,VII,III,CCLXXXVIII
Munarg,XXXV,IV,CXLVIII,Quinarius,IV,XIII,CLXVIII
Munarg,XXXIX,IV,CXCVII,Aureus,X,XX,II
Munarg,XXXVII,XII,CLXXVI,Denarius,VI,XXII,CCCLXVIII
Murytub,XXXVII,XI,CLXXV,Denarius,IX,XXIII,DCXLVI
Murytub,XXXVIII,I,CXXVI,Denarius,VII,XX,DCXII
Munarg,XXXV,IV,CLVII,Quinarius,V,XXV,CLXXXV
Munarg,XXXVIII,VI,CXXVII,Quinarius,VI,IX,CXXXV
Murytub,XXXVIII,XI,CXII,Denarius,VI,V,DLXXXI
Munarg,XXXIX,X,CXLI,Denarius,V,XI,CCXXXIII
Murytub,XXXVIII,XI,CXXXIX,Quinarius,IV,XXI,CLXIII
Suilis,XL,XII,LXIV,Denarius,VII,XXXI,MMMMLXV
Murytub,XXXV,VII,CXX,Denarius,VII,XX,DCCIX
Muniv,XXXVI,IX,XXII,Denarius,V,V,DLXXXIII
Muniv,XXXVI,I,XXIX,Quinarius,X,III,CCLXXXVIII
Murytub,XXXVI,X,CLIX,Quinarius,VI,II,CCLVIII
Muniv,XXXIX,V,XXVII,Denarius,IV,XIII,DXXII
Murytub,XXXV,VII,CIV,Denarius,VII,II,DCXC
Murytub,XXXV,XI,CXVIII,Aureus,VII,XVIII,IX
Munarg,XXXV,XII,CLXXX,Denarius,VI,XXVI,CCCLIX
Murytub,XXXVIII,VIII,CXXXIX,Quinarius,IV,XXV,CLV
Munarg,XXXVII,III,CXXXVIII,Denarius,VI,XXI,CCCI
Munarg,XXXIX,I,CV,Denarius,VII,VI,CDLVII
Munarg,XXXVII,XII,CXXXIII,Aureus,VIII,X,III
Murytub,XXXIX,IV,CXXXVII,Denarius,VII,III,DXCIII
Munarg,XXXVII,III,CXLII,Denarius,V,XXII,CCXC
Munarg,XL,VIII,CXVIII,Denarius,VI,VII,CDLV
Muniv,XXXVI,IV,XXII,Denarius,IV,XXI,DXI
Munarg,XXXIX,V,CLVI,Denarius,VI,XXVII,CCXXV
Murytub,XXXVIII,VIII,XCVII,Denarius,V,XXIII,DLXXXVII
Munarg,XXXVI,IX,CLIII,Quinarius,IX,XX,CXXXV
Murytub,XXXVI,V,CLXVII,Denarius,IX,I,DCLXVII
Murytub,XXXIX,III,CXXV,Aureus,V,VI,V
Munarg,XXXIX,XI,C,Denarius,IV,XXI,CCXXIV
Munarg,XXXVIII,II,CXLIV,Denarius,VIII,X,CCLXXXI
Muniv,XXXVIII,XI,XXII,Denarius,VI,XXII,CDLXXX
Munarg,XXXIX,V,CLXXXIX,Denarius,VII,XIX,CCXXXVIII
Muniv,XXXIX,II,XXII,Denarius,VII,I,DCXXXIII
Munarg,XXXV,V,CLXVI,Denarius,VII,X,CCCXLIV
Murytub,XXXVI,V,CXLIV,Quinarius,III,XII,CCLXXIV
Munarg,XL,V,CVIII,Quinarius,VIII,XIX,LXXXIX
Muniv,XL,XI,XXV,Denarius,IX,XXIV,DXIV
Munarg,XXXVII,XII,CXI,Quinarius,VII,IX,CXLVIII
Munarg,XL,XII,CIII,Denarius,IV,I,CLXXXVIII
Munarg,XXXIX,III,CXVI,Aureus,III,XI,III
Munarg,XXXVII,II,CLXVII,Denarius,IV,II,CCCXIV
Murytub,XXXVII,V,CLXX,Quinarius,VII,V,CCCLVII
Muniv,XL,IX,XXVIII,Denarius,IX,XI,CDLII
Munarg,XXXIX,III,CI,Quinarius,IV,XXIV,XLVIII
Muniv,XXXV,V,XXVI,Quinarius,IV,XX,CCLXXX
Munarg,XXXVII,IX,CLXIX,Denarius,VII,XXI,CCCLXIII
Munarg,XL,III,CXCVIII,Denarius,VI,XXX,CDLIII
Muniv,XXXVIII,VI,XXV,Denarius,V,XI,DLXXXI
Muniv,XXXVIII,IX,XXXII,Denarius,VII,IV,DLVII
Muniv,XXXVIII,VI,XXI,Denarius,VI,XXVII,CDXXXIX
Munarg,XXXVI,X,CLXXIII,Aureus,VI,XXVIII,IV
Munarg,XXXVI,IV,CXCVII,Denarius,VIII,XXV,CCCXXIII
Munarg,XL,I,CLI,Aureus,VII,XXII,IV
Munarg,XXXVI,I,CXXIII,Quinarius,VII,IX,CLXVII
Munarg,XXXVII,VII,CXCVI,Quinarius,IV,II,XCVIII
Murytub,XL,IV,XCV,Quinarius,IX,XXIII,CXVIII
Murytub,XXXV,X,CXXVII,Quinarius,VII,XXV,CCCLIII
Suilis,XXXVI,IX,XIV,Quinarius,VI,XXX,MCDXXIII
Murytub,XXXV,VIII,CLIII,Denarius,V,XIX,DCLXXXI
Muniv,XXXIX,VIII,XXII,Denarius,IX,XXI,DXXIII
Murytub,XXXVIII,IV,CXLIX,Quinarius,V,XXVI,CCXIV
Munarg,XXXVI,I,CXCVIII,Quinarius,VII,IX,CLXII
Murytub,XXXV,III,CX,Denarius,VII,XX,DCCXIII
Murytub,XXXVII,XII,CXXXI,Quinarius,IV,VIII,CCI
Murytub,XXXVII,VIII,CXLI,Quinarius,VIII,XXIII,CCLIX
Murytub,XXXV,XI,LXXVIII,Denarius,VI,XXX,DCL
Atamora,XXXVII,XI,IX,Denarius,V,IV,MMCCLXXIV
Munarg,XXXVI,XI,CXXVI,Aureus,VII,XXIII,IV
Muniv,XXXVI,III,XXX,Quinarius,VI,X,CCXXXV
Murytub,XXXV,III,CXLII,Quinarius,III,XV,CCLXXX
Muniv,XL,V,XXI,Denarius,VII,IX,CDIII
Atamora,XXXIX,I,VII,Aureus,V,XXX,XXIV
Murytub,XXXVI,VI,CLXXXI,Denarius,VIII,XII,DCLXVIII
Munarg,XXXV,VII,CLXIV,Denarius,VII,II,CCCXX
Munarg,XL,XI,CXLVIII,Denarius,V,XX,CDLXIV
Munarg,XL,VII,CXXXI,Denarius,VII,X,CLXXX
Murytub,XXXVIII,II,CLXXII,Quinarius,VIII,XI,CXCIII
Suilis,XXXVIII,V,XV,Quinarius,III,XVIII,MCCLIII
Atamora,XXXVIII,II,X,Quinarius,VIII,XI,MXXXII
Munarg,XXXV,XI,CLXXXI,Aureus,IX,XXVI,IV
Suilis,XXXIX,IV,XXVII,Denarius,VII,XXI,MMMMXXIX
Murytub,XXXVI,V,CLXXIII,Denarius,III,XXII,DCLXXIX
Munarg,XXXV,I,CLXIII,Aureus,VI,XXI,V
Muniv,XXXV,XI,XXXIII,Quinarius,IV,XXI,CCLI
Murytub,XXXVI,IX,XCVIII,Denarius,VIII,XIII,DCLXXV
Murytub,XXXVII,V,CXL,Quinarius,VIII,X,CCCLXII
Muniv,XXXIX,IV,XXXVII,Quinarius,V,XXVIII,XCVIII
Munarg,XXXVII,X,CXLIX,Quinarius,VII,I,CXXVI
Munarg,XXXVIII,VI,CLXX,Denarius,VII,XX,CCCXLV
Munarg,XXXIX,IX,CXVI,Quinarius,VI,XXIX,LXXVIII
Munarg,XXXVII,VI,CXI,Denarius,VII,XXI,CCLXVIII
Murytub,XXXV,XI,CLIII,Denarius,III,I,DCLXVI
Murytub,XXXVI,I,CXXXVII,Quinarius,VII,XXIII,CCCXXVII
Muniv,XXXVI,XII,XX,Quinarius,IV,XXIV,CCXI
Muniv,XL,X,XXIX,Quinarius,VII,XVI,CXII
Murytub,XXXVIII,VI,CLVIII,Aureus,V,XXIV,VI
Murytub,XXXVIII,VII,CLVIII,Denarius,VI,I,DCVII
Munarg,XXXVII,VI,CI,Denarius,VIII,XXVI,CDXVII
Murytub,XL,X,CXCIII,Quinarius,IV,XXII,CXI
Muniv,XXXVIII,VI,XIX,Denarius,VII,XXI,DXXXVIII
Munarg,XXXVI,III,CLIV,Quinarius,VI,X,CXXXVIII
Suilis,XXXIX,I,XVII,Denarius,V,XII,MMMCMLXXI
Murytub,XXXVI,VIII,CXXIV,Denarius,III,IV,DCXXXIII
Muniv,XXXVII,I,XXVIII,Quinarius,VI,XVIII,CCXL
Murytub,XXXVIII,XII,CXXXV,Denarius,VI,XXV,DCII
Murytub,XL,IV,CXXXVI,Quinarius,IV,IX,CXXVII
Muniv,XXXVII,VI,XXXV,Aureus,VII,XIII,VI
Munarg,XXXV,V,CXXII,Quinarius,IX,XXVIII,CLXXIX
Muniv,XXXVII,X,XXIV,Aureus,IX,XI,V
Munarg,XXXVII,VI,CXXIII,Quinarius,VI,V,CLIV
Atamora,XXXVIII,VIII,X,Denarius,VI,XX,MMDCLXVII
Munarg,XXXVI,VI,CLVII,Denarius,V,VIII,CCCLXXVII
Murytub,XXXVII,VIII,CXXV,Denarius,VI,XXX,DCLV
Murytub,XXXVI,IV,CLX,Denarius,V,XIX,DCLII
Muniv,XXXV,II,XXVII,Denarius,V,XVI,CDLII
Suilis,XXXVII,X,LXIV,Denarius,VI,XXXI,MMMDCCCXVIII
Murytub,XL,VII,CLXXVI,Aureus,VI,III,V
Muniv,XL,VI,XVI,Denarius,V,VIII,CDXXXIII
Munarg,XXXVI,II,CXLIV,Denarius,V,XIX,CCLXXVII
Murytub,XXXIX,X,CXXXVIII,Aureus,II,XXII,VI
Murytub,XL,IX,CCX,Quinarius,IV,IV,CXVIII
Muniv,XL,II,XXXI,Quinarius,II,XVII,CXLV
Munarg,XXXVI,XI,CLXXVII,Aureus,VIII,XVII,III
Murytub,XL,IX,CXC,Denarius,IV,III,DXXXIII
Munarg,XXXVI,I,CXLII,Denarius,VII,IX,CCXC
Murytub,XL,X,CXXVI,Quinarius,V,XXVIII,CIX
Munarg,XXXVII,IV,CXXXVIII,Quinarius,VIII,XII,CLIV
Munarg,XXXVI,V,CLXXIV,Quinarius,III,XII,CLXI
Munarg,XXXVI,X,CXLV,Denarius,V,XXIX,CCCXXXVI
Muniv,XXXVIII,I,XXII,Denarius,V,V,CDL
Munarg,XL,IX,C,Denarius,VII,XVIII,CCCLXXXVII
Munarg,XXXVIII,I,CXXXI,Denarius,VI,X,CCLXIX
Murytub,XXXVIII,III,CLXXXIX,Denarius,VII,XII,DCVIII
Muniv,XL,I,XXI,Denarius,VI,XIII,DXCII
Munarg,XL,I,CXXXVIII,Quinarius,VI,VIII,LVIII
Murytub,XXXIX,VII,CLIV,Quinarius,VII,II,CXL
Munarg,XXXVII,XI,CLXXXII,Denarius,VII,XXX,CDXXXIX
Munarg,XXXVIII,V,CXIII,Denarius,VII,II,CCLVI
Suilis,XXXVII,VIII,XVIII,Denarius,V,XXVIII,MMMCDXC
Murytub,XXXVII,X,CVIII,Denarius,IV,XXX,DCXXXI
Munarg,XXXV,VII,CXXXIII,Denarius,IV,XXIII,CCCXLV
Munarg,XXXVIII,IX,CLVII,Denarius,VII,XXII,CCLI
Murytub,XXXVI,IV,CXXIX,Denarius,VIII,XXV,DCCXVIII
Muniv,XL,II,XXII,Denarius,VII,III,CDL
Munarg,XXXIX,XI,CLXXXVII,Denarius,III,VII,CDLX
Munarg,XL,V,CLXIII,Denarius,VII,V,CDXLIV
Munarg,XXXVI,V,CLI,Quinarius,V,XIX,CLXXIX
Munarg,XXXVI,XI,CLXXXIII,Aureus,VII,V,III
Murytub,XXXVII,II,CXCI,Aureus,VIII,IX,VII
Munarg,XXXV,VI,CXXXIV,Quinarius,VI,XIII,CLX
Munarg,XXXVI,XI,CLIV,Denarius,VII,I,CCLXXXI
Munarg,XXXV,V,CLXIII,Denarius,IX,XXIII,CCCLXV
Muniv,XL,X,XXX,Denarius,VI,XIV,DLXXX
Muniv,XXXVII,III,XX,Denarius,VIII,XXVI,DXLII
Munarg,XL,IX,CLXXVIII,Denarius,VII,XVIII,CCX
Murytub,XXXVIII,XI,CVIII,Denarius,IV,XVIII,DC
Muniv,XL,III,XXVI,Denarius,IX,XIII,DXXII
Murytub,XL,II,CLXXXVII,Denarius,V,XV,DLXXVII
Munarg,XXXIX,III,CLXVII,Denarius,V,VI,CDXXVIII
Munarg,XXXIX,XI,CLXXIV,Quinarius,VI,XIX,C
Munarg,XXXV,IV,CV,Denarius,III,IX,CCCLXXXIV
Muniv,XXXV,IX,XXIV,Aureus,VII,I,VI
Muniv,XXXV,XI,XXIV,Aureus,IV,XXIV,VI
Atamora,XXXIX,VII,VII,Denarius,VIII,XXVI,MMDCLXXVI
Muniv,XXXV,VIII,XXII,Denarius,VII,XI,DIV
Murytub,XXXV,XI,CXXXIV,Quinarius,VII,X,CCCXXXVIII
Munarg,XXXIX,XI,CXXX,Denarius,VI,III,CCXXVIII
Munarg,XXXIX,VI,CIV,Denarius,V,XVII,CCCXCVI
Murytub,XXXVIII,XI,CLVIII,Denarius,VIII,X,DLXXV
Murytub,XXXVII,II,CLIX,Quinarius,VII,XXV,CCLXXI
Murytub,XXXVII,II,CLXXIX,Denarius,VII,VI,DXCVIII
Murytub,XXXIX,XI,CXII,Denarius,VI,XII,DCXIII
Murytub,XXXVII,XI,CLXXX,Denarius,IV,XVII,DCXLVIII
Munarg,XXXVI,III,CXCIV,Denarius,V,III,CCCXCVIII
Munarg,XXXVIII,X,CXLII,Denarius,V,XIII,CDXXIX
Suilis,XXXVII,XII,XX,Denarius,VI,XXIII,MMMDIX
Munarg,XL,VI,CVI,Quinarius,VIII,XXI,XCI
Atamora,XXXIX,XII,XI,Denarius,V,XXXI,MMDCXXXIX
Suilis,XXXVIII,II,XXXI,Quinarius,VI,XXI,MXX
Suilis,XL,XII,XXIX,Denarius,III,XII,MMMDCXCI
Murytub,XXXVI,VII,CLIX,Denarius,IV,XX,DCLVIII
Murytub,XXXVIII,III,CXXX,Denarius,IV,XXIX,DCLVI
Murytub,XXXIX,V,CXXV,Denarius,IX,IX,DCXVIII
Munarg,XXXIX,IV,CLII,Denarius,V,XXVIII,CDXLIV
Murytub,XXXIX,III,LXXXIV,Quinarius,IV,V,CXL
Murytub,XXXVI,III,CXXX,Denarius,VII,XXXI,DCXCVIII
Murytub,XXXVII,IV,CLI,Denarius,VIII,X,CMXCIII
Atamora,XXXVIII,XII,XII,Denarius,IV,IV,MMDCLXXXVII
Munarg,XXXV,III,CXI,Quinarius,VII,XXXI,CLX
Murytub,XXXVI,VII,CLXIX,Denarius,IV,V,DCLXXIII
Muniv,XXXVI,VI,XXIX,Denarius,VIII,XXI,DL
Muniv,XXXVI,VI,XXVIII,Quinarius,V,X,CCVI
Munarg,XXXVI,V,CXVIII,Denarius,III,XXII,CDXII
Munarg,XXXVII,XII,CLXXXIV,Quinarius,IV,II,LXXXVII
Murytub,XXXVIII,IX,CLIX,Quinarius,VII,XXV,CLXV
Munarg,XXXVII,I,CXXIX,Denarius,V,XXV,CCCXXIX
Munarg,XXXIX,V,CXXIV,Denarius,IV,XIII,CDXXIV
Muniv,XXXVIII,XI,XXV,Quinarius,III,XXV,CXXXIV
Suilis,XXXVI,X,XXVII,Quinarius,VI,II,MCCCLXXIII
Murytub,XXXVI,VIII,CXXII,Denarius,IV,XIV,DCLXIV
Munarg,XXXVIII,I,CXL,Quinarius,VI,III,XCVIII
Munarg,XXXVI,X,CX,Quinarius,II,IX,CLXXII
Munarg,XXXIX,IV,CLXXXVI,Denarius,III,XXVI,CDXXVIII
Murytub,XXXIX,II,CLII,Denarius,III,IV,DLIV
Murytub,XXXIX,IX,CLXVIII,Quinarius,V,XIX,CXV
Suilis,XXXVIII,IV,XXXI,Quinarius,III,XVII,MLXXXII
Atamora,XXXVII,X,XII,Quinarius,IX,XI,MCLXXIX
Suilis,XXXVIII,IV,XLVI,Denarius,V,IV,MMMDCCLXXVIII
Murytub,XXXVIII,IX,CLXXXIV,Quinarius,VII,XXII,CLI
Murytub,XXXV,I,CXCIII,Quinarius,IV,XXXI,CCCXCIII
Munarg,XXXVI,V,CLXXXI,Denarius,IV,XXX,CCCLXXXIV
Suilis,XXXVIII,VIII,XVI,Quinarius,VIII,X,MVIII
Murytub,XXXVI,VII,CXXI,Aureus,IV,XX,VII
Murytub,XXXV,IX,CXLV,Quinarius,VII,IX,CCCXXXIV
Muniv,XXXV,XI,XIX,Quinarius,VI,XXX,CCLXXIII
Murytub,XL,VII,CXV,Denarius,V,XVI,DLXVII
Munarg,XXXV,IV,CLIV,Denarius,IX,II,CCCXIV
Muniv,XXXVIII,VII,XXXVII,Denarius,IV,XIV,CDXCIV
Muniv,XXXV,XI,XXXIX,Quinarius,III,I,CCLIX
Murytub,XXXV,X,CXXIII,Denarius,III,XIX,DCLXVII
Suilis,XXXIX,X,XXIX,Quinarius,VII,XXVII,DCCCXVI
Munarg,XXXVII,VII,CXLVII,Aureus,V,X,IV
Munarg,XXXIX,V,CIV,Quinarius,VIII,VIII,LV
Munarg,XXXIX,IV,CLI,Quinarius,III,XV,LIII
Munarg,XXXVI,X,CXX,Denarius,II,IX,CCCXLIII
Munarg,XXXVIII,XII,CLXXXIX,Denarius,VI,XXX,CDIV
Murytub,XL,XI,CIX,Aureus,VI,VI,IV
Murytub,XXXVIII,XII,CLXXX,Aureus,IV,VIII,VI
Muniv,XL,II,XXVI,Denarius,VI,XII,DXIX
Munarg,XXXVIII,VI,CLXXVI,Denarius,VIII,III,CCCLII
Munarg,XXXIX,VIII,CLXXV,Denarius,VII,VI,CCXLII
Murytub,XXXVIII,IX,CXXXIV,Aureus,VII,XVIII,VI
Muniv,XXXV,X,XXXIII,Quinarius,VI,XVIII,CCLXX
Muniv,XXXV,IX,XXII,Denarius,VII,XXIV,DXXIII
Munarg,XXXVII,V,CLXXXVII,Denarius,III,XXIII,CCCXXX
Murytub,XXXV,IX,CLXXV,Quinarius,IX,XXIII,CCCLXIII
Murytub,XXXVII,V,CXLI,Quinarius,VI,XIV,CCCLXXI
Munarg,XXXVIII,VII,CXLII,Denarius,VI,VI,CDVII
Munarg,XXXV,IX,CX,Quinarius,VIII,XV,CLV
Murytub,XL,IV,CLXXXVIII,Quinarius,VI,XXI,CXXV
Murytub,XXXIX,X,CLXXXV,Denarius,V,XXVI,DXLVIII
Murytub,XXXVII,V,CXLII,Aureus,VIII,III,X
Munarg,XXXVII,I,CXVIII,Denarius,VIII,IX,CCLXVIII
Murytub,XXXIX,XII,CXXVIII,Quinarius,V,XXIII,CXXXV
Murytub,XXXVI,XI,CXVI,Quinarius,VI,XIII,CCXXXIX
Muniv,XXXVI,VIII,XXIV,Denarius,VI,XIX,CDXLVIII
Murytub,XL,XI,CLXVI,Denarius,IX,XXIV,DXXXIV
Munarg,XXXVIII,XII,CLXXVIII,Denarius,VI,XXX,CDLI
Murytub,XL,I,CXXX,Quinarius,VI,XII,CXLVII
Murytub,XXXVII,X,CLXVII,Quinarius,II,XII,CCXXXIV
Muniv,XXXVI,VI,XXVII,Denarius,V,XXVII,CDLXIII
Muniv,XL,VI,XXX,Quinarius,VI,XXII,XCII
Munarg,XXXVII,VII,CXXXVI,Denarius,VIII,XXXI,CCCXXXIX
Murytub,XXXIX,V,CLXIV,Denarius,VI,XVIII,DCXXII
Munarg,XXXVI,IX,CXXXIX,Denarius,VI,IV,CCCLXXXIII
Muniv,XXXVI,I,XXIX,Denarius,VIII,XXV,DIII
Munarg,XXXIX,XI,CLI,Denarius,VII,IX,CCXIII
Munarg,XXXIX,VII,CV,Denarius,VIII,XXV,CCLVIII
Murytub,XXXIX,III,CX,Quinarius,VI,XXIX,CXXV
Murytub,XXXVI,V,CL,Quinarius,VI,XV,CCLXXXIII
Munarg,XXXVII,V,CXCV,Denarius,VI,XXVII,CCCXCV
Murytub,XXXVIII,VII,CLIX,Denarius,VI,I,DXCVII
Munarg,XXXVII,X,CLXXIV,Denarius,VI,XXVII,CCLIII
Atamora,XXXVII,VII,VIII,Aureus,IV,XXIX,XXII
Muniv,XXXV,VIII,XXI,Quinarius,V,XXIII,CCLXXIX
Munarg,XXXVII,IV,CXCIX,Denarius,VI,XI,CCCLXVII
Muniv,XXXVII,IX,XXIX,Denarius,VII,XIX,CDXCVI
Munarg,XL,II,CLXXVII,Denarius,V,XIX,CCXLIII
Murytub,XXXVII,VI,CLXXIX,Denarius,III,XXV,CMXLII
Muniv,XXXVI,XI,XXXII,Denarius,VIII,VIII,CDLXXIX
Muniv,XL,IX,XXII,Aureus,V,XVI,IV
Murytub,XL,VII,CLXIV,Denarius,VI,IV,DLIX
Murytub,XXXVI,III,CLVII,Quinarius,V,XV,CCCXXIX
Murytub,XXXV,XII,CLXXXVIII,Denarius,IV,XV,DCCV
Murytub,XXXVII,VII,CLIV,Denarius,V,X,CMXXV
Murytub,XXXVII,III,CXXX,Denarius,IV,XXIII,DCXI
Muniv,XXXVI,V,XXX,Denarius,VI,XXV,DLXXIV
Munarg,XXXVII,II,CXII,Denarius,VII,VIII,CCCXLIII
Munarg,XXXVII,VI,CIX,Denarius,VII,XXI,CCCXI
Muniv,XXXVII,V,XXIII,Denarius,IV,XIX,CCCXCVI
Munarg,XXXVII,II,CLXXXIII,Denarius,VII,XXV,CDXV
Munarg,XXXVIII,VII,CXXII,Denarius,V,X,CCLXII
Murytub,XXXVI,XII,CLXXII,Denarius,VII,XIV,DCLXVII
Muniv,XXXVIII,II,XXVII,Quinarius,VII,XVIII,CLVIII
Munarg,XXXVIII,III,CXCII,Denarius,VIII,XXXI,CCXXVIII
Munarg,XXXVII,II,CXI,Denarius,VI,V,CCLXXVII
Munarg,XXXIX,IX,CXXXVIII,Denarius,VI,II,CDLXIV
Munarg,XXXV,V,CLIX,Denarius,VI,XIV,CCCIV
Munarg,XXXVIII,XII,CXXXIII,Denarius,IV,XIX,CCXLI
Suilis,XL,VIII,XX,Denarius,V,XIX,MMMMCLV
Munarg,XL,X,CLXXVI,Quinarius,V,XXVIII,LXXIV
Munarg,XXXVII,V,CLXXIII,Quinarius,V,XI,CXXXVI
Munarg,XXXVII,IV,CXXV,Quinarius,VIII,XVII,CLXX
Munarg,XXXVI,V,CXXXV,Denarius,IX,I,CCCL
Murytub,XXXV,IX,CXVI,Denarius,V,XXV,DCXXXVII
Muniv,XXXVII,VIII,XXIII,Denarius,IV,VII,CDLVIII
Munarg,XXXVIII,V,CI,Denarius,V,XVI,CDXXXIII
Murytub,XXXVIII,I,CXLV,Aureus,VII,II,VI
Munarg,XXXV,VI,CXLIV,Denarius,IV,XXI,CCCLXX
Munarg,XXXVIII,XII,CLXI,Quinarius,VII,XXIV,CXIV
Munarg,XXXV,X,CXI,Denarius,IV,XXVII,CCCXVIII
Murytub,XXXIX,VII,CLIX,Denarius,V,XIV,DLXXVII
Munarg,XXXVI,IX,CLXXXVIII,Denarius,VI,VIII,CCCLXVI
Suilis,XL,X,XV,Quinarius,V,XXVIII,DCCCXV
Murytub,XXXVII,VIII,CLXXII,Denarius,VIII,XXIII,DCXCVI
Atamora,XXXIX,XII,XIII,Denarius,IX,XXVI,MMCCCXXIX
Munarg,XXXVIII,XII,CLIII,Quinarius,III,XXVIII,LIX
Suilis,XXXVI,X,XIX,Quinarius,III,I,MCCCXCIII
Muniv,XXXVIII,XII,XVIII,Denarius,V,XXVII,CDXXXVIII
Murytub,XXXVI,IX,CXXXVIII,Denarius,V,XXVIII,DCXXXVI
Munarg,XXXIX,VIII,CXLV,Aureus,VIII,XX,IV
Murytub,XXXVI,IV,CLVII,Denarius,IV,XX,DCXV
Munarg,XXXVIII,X,CXXXVII,Quinarius,VII,XII,LXXI
Munarg,XXXVI,III,CXVIII,Denarius,IV,XXX,CCCXLIV
Murytub,XXXV,III,XCI,Denarius,VI,XIV,DCCXI
Munarg,XXXVII,VIII,CXLIX,Quinarius,V,XXI,CXIII
Murytub,XXXVI,XII,CXIV,Denarius,I,II,DCXC
Munarg,XXXV,V,CVII,Denarius,VII,XXI,CCCXCVI
Murytub,XXXIX,VIII,CLI,Denarius,IV,XXVI,DLXXV
Munarg,XXXV,VIII,CLIV,Aureus,VI,XIII,IV
Murytub,XXXVII,XII,CXXXVIII,Quinarius,V,IV,CCXIV
Murytub,XXXVI,VI,CXXIII,Denarius,VI,XXVI,DCLVI
Murytub,XXXVII,II,C,Denarius,VI,XXIV,DCXCVII
Munarg,XXXV,X,CVII,Denarius,IV,XXI,CCCXCIV
Murytub,XXXV,IX,CLXXX,Quinarius,VI,XI,CCCLXVII
Munarg,XXXVIII,II,CXIX,Denarius,VIII,XI,CCLXXXI
Murytub,XXXVI,III,CLXIV,Quinarius,III,XXII,CCCXII
Murytub,XXXVII,VI,CXLIX,Quinarius,V,X,CCCXLIV
Murytub,XXXVI,XII,CXXX,Denarius,VI,XXII,DCXXVI
Munarg,XXXVI,VII,CLXXII,Denarius,VII,XXXI,CCCXXXII
Munarg,XXXVII,II,CLXXIX,Denarius,VI,I,CCLXXVI
Murytub,XXXVI,III,CXIX,Quinarius,VI,VIII,CCCXXI
Munarg,XXXVII,XI,CLXXXI,Denarius,VI,XXVI,CDXII
Murytub,XXXV,IV,CLXIII,Quinarius,IV,XXIV,CCCLXXI
Murytub,XXXIX,X,CXXVII,Quinarius,VI,XX,CXXIV
Muniv,XXXIX,XI,XXXII,Denarius,VII,I,DL
Suilis,XXXV,VI,XXXI,Denarius,VIII,XVIII,MMMCCCLXXI
Suilis,XL,XI,LVI,Aureus,V,XV,XXXII
Munarg,XXXVIII,IV,CXCVI,Denarius,VIII,XII,CCCXCII
Murytub,XXXVIII,X,CXXV,Quinarius,V,XXII,CLXX
Suilis,XXXV,III,XVII,Denarius,VII,III,MMMCCXIX
Atamora,XXXV,X,IX,Denarius,III,XIX,MMMCCXXVIII
Muniv,XXXVI,III,XXV,Quinarius,IV,XXX,CCXX
Munarg,XXXV,VIII,CLIII,Denarius,VIII,XXIX,CCLXXXVIII
Munarg,XXXVIII,IV,CLX,Quinarius,IX,XIX,XCIII
Murytub,XL,VII,CLXII,Denarius,VI,III,DIII
Murytub,XXXIX,VIII,CXLVI,Quinarius,IX,XI,CXLVII
Munarg,XXXV,VII,CLI,Denarius,V,XXII,CCCLXXI
Muniv,XXXVI,IV,XVIII,Aureus,VIII,XIII,VII
Muniv,XL,II,XXVIII,Quinarius,V,XIX,CX
Munarg,XXXIX,VI,CLXXXVIII,Quinarius,V,XVIII,LXV
Munarg,XXXVII,I,CVI,Denarius,VI,III,CCXCIII
Muniv,XL,I,XX,Quinarius,VII,XXXI,CXXXIX
Munarg,XXXVII,II,CXXXVIII,Quinarius,VI,XII,CXXXII
Munarg,XXXIX,XII,CXVI,Denarius,V,XIII,CCCLXXXII
Murytub,XL,V,CCIX,Denarius,VII,XXI,DCV
Suilis,XL,X,LVIII,Denarius,IV,VIII,MMMMXI
Munarg,XXXVIII,IX,CXXXVI,Denarius,VII,XVIII,CCLXXVIII
Murytub,XXXVIII,VI,LXXIX,Denarius,IX,VII,DLXXXV
